name|owner|language|stargazerCount|createdAt|amountYear|isOld
full-stack-fastapi-template|fastapi|TypeScript|30711|2019-02-23T15:08:34Z|-6|true
WxJava|binarywang|Java|30637|2016-01-06T08:24:05Z|-9|true
dotfiles|mathiasbynens|Shell|30613|2011-09-05T18:07:54Z|-13|true
winutil|ChrisTitusTech|PowerShell|30610|2022-04-28T02:25:19Z|-2|false
p3c|alibaba|Kotlin|30582|2017-06-23T06:15:51Z|-7|true
cockroach|cockroachdb|Go|30564|2014-02-06T00:18:47Z|-11|true
echo|labstack|Go|30548|2015-03-01T17:43:01Z|-10|true
v2ray-core|v2fly|Go|30527|2019-04-15T10:05:54Z|-5|true
libpku|lib-pku|TeX|30525|2018-11-22T13:33:06Z|-6|true
CyberChef|gchq|JavaScript|30466|2016-11-28T10:34:07Z|-8|true
slate|ianstormtaylor|TypeScript|30443|2016-06-18T01:52:42Z|-8|true
rufus|pbatard|C|30432|2011-11-19T19:12:05Z|-13|true
YesPlayMusic|qier222|Vue|30428|2020-10-09T10:04:21Z|-4|false
mmdetection|open-mmlab|Python|30413|2018-08-22T07:06:06Z|-6|true
spring-boot-examples|ityouknow|Java|30399|2016-11-05T05:32:33Z|-8|true
lede|coolsnowwolf|C|30397|2017-09-06T07:39:03Z|-7|true
linux-insides|0xAX|Python|30381|2015-01-03T18:44:57Z|-10|true
manim|ManimCommunity|Python|30312|2020-05-19T02:37:13Z|-4|false
NeteaseCloudMusicApi|Binaryify|não encontrado|30311|2016-06-22T11:58:03Z|-8|true
chatbot-ui|mckaywrigley|TypeScript|30294|2023-03-11T14:53:14Z|-1|false
tabby|TabbyML|Rust|30229|2023-03-16T09:18:01Z|-1|false
awesome-cto|kuchin|não encontrado|30141|2016-12-16T19:22:18Z|-8|true
Sortable|SortableJS|JavaScript|30114|2013-12-19T10:10:13Z|-11|true
go-zero|zeromicro|Go|30107|2020-08-07T15:37:57Z|-4|false
qBittorrent|qbittorrent|C++|30097|2012-02-04T09:37:46Z|-13|true
Umi-OCR|hiroi-sora|Python|30094|2022-03-28T04:01:46Z|-2|false
calculator|microsoft|C++|30081|2019-01-28T17:55:49Z|-6|true
symfony|symfony|PHP|30071|2010-01-04T14:21:21Z|-15|true
refine|refinedev|TypeScript|30062|2021-01-20T12:01:32Z|-4|false
bulletproof-react|alan2207|TypeScript|30034|2021-05-30T14:47:16Z|-3|false
HEAD|joshbuchea|não encontrado|30030|2016-04-20T20:05:37Z|-8|true
dokku|dokku|Shell|30008|2013-06-08T10:26:57Z|-11|true
layui|layui|JavaScript|30007|2015-09-22T08:12:03Z|-9|true
minikube|kubernetes|Go|30001|2016-04-15T22:38:35Z|-8|true
sharp|lovell|JavaScript|29993|2013-08-19T20:24:24Z|-11|true
webtorrent|webtorrent|JavaScript|29983|2013-10-15T08:16:40Z|-11|true
interactive-coding-challenges|donnemartin|Python|29978|2015-04-28T21:36:39Z|-9|true
jsPDF|parallax|JavaScript|29910|2009-12-06T14:56:32Z|-15|true
Real-ESRGAN|xinntao|Python|29877|2021-07-19T03:23:30Z|-3|false
mpv|mpv-player|C|29870|2012-10-13T08:08:44Z|-12|true
lossless-cut|mifi|TypeScript|29862|2016-10-30T10:49:56Z|-8|true
stanford_alpaca|tatsu-lab|Python|29854|2023-03-10T23:33:09Z|-1|false
Reactive-Resume|AmruthPillai|TypeScript|29834|2020-03-25T14:08:22Z|-4|false
bubbletea|charmbracelet|Go|29830|2020-01-10T21:04:03Z|-5|true
sequelize|sequelize|TypeScript|29813|2010-07-22T07:11:11Z|-14|true
vue-cli|vuejs|JavaScript|29761|2015-12-26T23:11:20Z|-9|true
foundation-sites|foundation|HTML|29726|2011-10-13T23:05:42Z|-13|true
fabric|danielmiessler|Go|29713|2024-01-03T23:18:31Z|-1|false
fabric.js|fabricjs|JavaScript|29707|2010-06-09T22:24:38Z|-14|true
editor.js|codex-team|TypeScript|29642|2015-11-28T20:56:35Z|-9|true
stats|exelban|Swift|29623|2019-05-29T19:24:56Z|-5|true
AI-Expert-Roadmap|AMAI-GmbH|JavaScript|29599|2020-10-24T21:49:40Z|-4|false
influxdb|influxdata|Rust|29594|2013-09-26T14:31:10Z|-11|true
servo|servo|Rust|29586|2012-02-08T19:07:25Z|-13|true
leakcanary|square|Kotlin|29578|2015-04-29T23:54:16Z|-9|true
hutool|chinabugotech|Java|29576|2014-04-13T07:23:51Z|-10|true
kafka|apache|Java|29564|2011-08-15T18:06:16Z|-13|true
uppy|transloadit|TypeScript|29550|2015-11-16T12:32:33Z|-9|true
netron|lutzroeder|JavaScript|29532|2010-12-26T12:53:43Z|-14|true
project-guidelines|elsewhencode|JavaScript|29522|2017-06-30T10:17:55Z|-7|true
react-boilerplate|react-boilerplate|JavaScript|29512|2015-02-18T14:36:32Z|-10|true
phantomjs|ariya|C++|29487|2010-12-27T08:18:58Z|-14|true
comprehensive-rust|google|Rust|29463|2022-12-21T15:17:24Z|-2|false
OpenAPI-Specification|OAI|Markdown|29441|2014-03-03T16:53:36Z|-11|true
backstage|backstage|TypeScript|29434|2020-01-24T22:39:49Z|-5|true
500lines|aosabook|JavaScript|29412|2013-11-04T02:02:53Z|-11|true
directus|directus|TypeScript|29397|2012-12-12T01:35:36Z|-12|true
ruoyi-vue-pro|YunaiV|Java|29394|2021-01-24T03:18:25Z|-4|false
Mr.-Ranedeer-AI-Tutor|JushBJJ|não encontrado|29385|2023-03-31T12:37:26Z|-1|false
roop|s0md3v|Python|29383|2023-05-28T14:37:54Z|-1|false
tqdm|tqdm|Python|29372|2015-06-03T13:13:14Z|-9|true
particles.js|VincentGarreau|JavaScript|29356|2014-09-06T14:29:47Z|-10|true
apollo|apolloconfig|Java|29350|2016-03-04T10:24:23Z|-8|true
GPTs|linexjlin|não encontrado|29346|2023-11-11T03:24:16Z|-1|false
Hover|IanLunn|SCSS|29333|2014-01-02T14:27:35Z|-11|true
awesome-macos-command-line|herrbischoff|não encontrado|29287|2015-09-22T19:37:55Z|-9|true
paper-reading|mli|não encontrado|29281|2021-10-22T06:34:51Z|-3|false
standard|standard|JavaScript|29273|2015-01-27T01:23:31Z|-10|true
es6features|lukehoban|não encontrado|29230|2014-03-03T18:29:30Z|-11|true
rocksdb|facebook|C++|29227|2012-11-30T06:16:18Z|-12|true
algo|trailofbits|Jinja|29216|2016-05-15T03:42:48Z|-8|true
data-engineering-zoomcamp|DataTalksClub|Jupyter Notebook|29198|2021-10-21T09:32:50Z|-3|false
alpine|alpinejs|HTML|29176|2019-11-28T13:51:55Z|-5|true
MonitorControl|MonitorControl|Swift|29149|2017-09-16T21:13:40Z|-7|true
awesome-python-cn|jobbole|Makefile|29148|2015-11-03T09:50:50Z|-9|true
cheerio|cheeriojs|TypeScript|29140|2011-10-09T04:23:20Z|-13|true
COVID-19|CSSEGISandData|não encontrado|29088|2020-02-04T22:03:53Z|-5|true
pytorch-lightning|Lightning-AI|Python|29069|2019-03-31T00:45:57Z|-5|true
folly|facebook|C++|29048|2012-06-01T20:49:04Z|-12|true
puter|HeyPuter|JavaScript|29032|2024-03-03T01:44:32Z|-1|false
tiptap|ueberdosis|TypeScript|29031|2018-08-20T19:58:58Z|-6|true
CheatSheetSeries|OWASP|Python|28987|2018-12-21T14:26:43Z|-6|true
weekly|ascoders|JavaScript|28975|2017-03-20T06:10:04Z|-7|true
swift-algorithm-club|kodecocodes|Swift|28971|2016-01-26T17:56:12Z|-9|true
numpy|numpy|Python|28955|2010-09-13T23:02:39Z|-14|true
Data-Science-For-Beginners|microsoft|Jupyter Notebook|28943|2021-03-03T16:30:15Z|-4|false
k3s|k3s-io|Go|28933|2018-05-31T01:37:46Z|-6|true
django-rest-framework|encode|Python|28867|2011-03-02T17:13:56Z|-14|true
docsify|docsifyjs|JavaScript|28861|2016-11-20T07:55:43Z|-8|true
canal|alibaba|Java|28861|2013-01-13T10:59:52Z|-12|true
croc|schollz|Go|28859|2017-10-17T15:20:18Z|-7|true
composer|composer|PHP|28857|2011-06-08T08:53:00Z|-13|true
css-protips|AllThingsSmitty|não encontrado|28833|2015-08-29T12:29:03Z|-9|true
cobalt|imputnet|Svelte|28828|2022-07-08T18:12:55Z|-2|false
surrealdb|surrealdb|Rust|28814|2021-12-09T15:03:29Z|-3|false
mediapipe|google-ai-edge|C++|28799|2019-06-13T19:16:41Z|-5|true
lux|iawia002|Go|28783|2018-02-24T11:29:03Z|-7|true
fish-shell|fish-shell|Rust|28781|2012-05-10T03:00:55Z|-12|true
k9s|derailed|Go|28776|2019-01-25T18:46:02Z|-6|true
CasaOS|IceWhaleTech|Go|28774|2021-09-26T02:33:09Z|-3|false
server|nextcloud|PHP|28760|2016-06-02T07:44:14Z|-8|true
lighthouse|GoogleChrome|JavaScript|28751|2016-03-08T01:03:11Z|-8|true
consul|hashicorp|Go|28741|2013-11-04T22:15:27Z|-11|true
Hello-Python|mouredev|Python|28735|2022-08-03T17:14:53Z|-2|false
todomvc|tastejs|JavaScript|28735|2011-06-03T19:56:33Z|-13|true
python-guide|realpython|Batchfile|28708|2011-03-15T03:24:20Z|-13|true
postcss|postcss|TypeScript|28675|2013-09-24T23:06:48Z|-11|true
SpringAll|wuyouzhuguli|Java|28628|2018-05-02T02:48:44Z|-6|true
slick|kenwheeler|JavaScript|28607|2014-03-24T02:10:05Z|-10|true
linkedin-skill-assessments-quizzes|Ebazhanov|não encontrado|28588|2019-07-13T19:52:56Z|-5|true
aider|Aider-AI|Python|28513|2023-05-09T18:57:49Z|-1|false
react-spring|pmndrs|TypeScript|28509|2018-03-07T15:39:32Z|-6|true
handson-ml2|ageron|Jupyter Notebook|28484|2019-01-08T03:49:07Z|-6|true
vuex|vuejs|JavaScript|28458|2015-07-16T04:21:26Z|-9|true
Free-Certifications|cloudcommunity|não encontrado|28443|2020-07-31T10:26:19Z|-4|false
llama3|meta-llama|Python|28428|2024-03-15T17:57:00Z|0|false
machine-learning-for-software-engineers|ZuzooVn|não encontrado|28381|2016-10-09T21:20:25Z|-8|true
UTM|utmapp|Swift|28380|2019-04-12T16:09:24Z|-5|true
xxl-job|xuxueli|Java|28375|2015-11-28T12:59:34Z|-9|true
plyr|sampotts|JavaScript|28369|2015-02-14T11:33:07Z|-10|true
android_guides|codepath|não encontrado|28356|2013-06-19T10:24:45Z|-11|true
Clone-Wars|GorvGoyl|não encontrado|28352|2020-12-02T11:10:16Z|-4|false
react-three-fiber|pmndrs|TypeScript|28291|2019-02-25T14:31:51Z|-6|true
spring-cloud-alibaba|alibaba|Java|28265|2017-12-01T20:49:15Z|-7|true
async|caolan|JavaScript|28233|2010-06-01T21:01:30Z|-14|true
trilium|zadam|JavaScript|28184|2017-05-23T00:30:20Z|-7|true
tinygrad|tinygrad|Python|28180|2020-10-18T16:23:12Z|-4|false
JavaScript30|wesbos|HTML|28157|2016-12-07T19:15:31Z|-8|true
cursor|getcursor|não encontrado|28156|2023-03-12T00:19:42Z|-1|false
DevToys|DevToys-app|C#|28140|2021-09-29T01:40:41Z|-3|false
the-super-tiny-compiler|jamiebuilds|JavaScript|28133|2016-03-11T04:19:18Z|-8|true
immer|immerjs|JavaScript|28124|2017-12-29T12:25:47Z|-7|true
backbone|jashkenas|JavaScript|28101|2010-09-30T19:41:28Z|-14|true
druid|alibaba|Java|28078|2011-11-03T05:12:51Z|-13|true
tuning_playbook|google-research|não encontrado|28073|2023-01-18T23:32:32Z|-2|false
Complete-Python-3-Bootcamp|Pierian-Data|Jupyter Notebook|28066|2018-02-12T19:30:10Z|-7|true
ChatGPT|acheong08|Python|28062|2022-12-03T14:35:24Z|-2|false
tokio|tokio-rs|Rust|28055|2016-09-09T22:31:36Z|-8|true
filebrowser|filebrowser|Go|28031|2015-09-11T21:21:58Z|-9|true
stb|nothings|C|28009|2014-05-25T16:51:23Z|-10|true
xyflow|xyflow|TypeScript|27978|2019-07-15T14:47:30Z|-5|true
nginxconfig.io|digitalocean|JavaScript|27978|2018-01-05T14:21:14Z|-7|true
GPT_API_free|chatanywhere|Python|27962|2023-04-23T12:42:08Z|-1|false
data-science-ipython-notebooks|donnemartin|Python|27950|2015-01-23T19:38:29Z|-10|true
viper|spf13|Go|27941|2014-04-02T14:33:33Z|-10|true
reverse-interview|viraptor|não encontrado|27938|2019-09-08T13:38:40Z|-5|true
mantine|mantinedev|TypeScript|27921|2021-01-07T14:02:19Z|-4|false
medusa|medusajs|TypeScript|27921|2020-01-18T13:39:04Z|-5|true
os-tutorial|cfenollosa|C|27916|2014-09-29T08:39:34Z|-10|true
glances|nicolargo|Python|27871|2011-12-04T08:49:15Z|-13|true
xstate|statelyai|TypeScript|27871|2015-09-14T15:04:15Z|-9|true
jan|janhq|TypeScript|27862|2023-08-17T02:17:10Z|-1|false
react-select|JedWatson|TypeScript|27847|2014-08-26T04:27:45Z|-10|true
firecrawl|mendableai|TypeScript|27829|2024-04-15T21:02:29Z|0|false
restic|restic|Go|27796|2014-04-27T14:07:58Z|-10|true
diffusers|huggingface|Python|27788|2022-05-30T16:04:02Z|-2|false
applied-ml|eugeneyan|não encontrado|27782|2020-07-04T18:57:47Z|-4|false
waifu2x|nagadomi|Lua|27771|2015-05-17T07:29:15Z|-9|true
Charts|ChartsOrg|Swift|27755|2015-03-20T10:49:12Z|-9|true
mobx|mobxjs|TypeScript|27746|2015-03-14T14:31:38Z|-9|true
DeepFaceLive|iperov|Python|27723|2020-12-15T12:19:22Z|-4|false
ink|vadimdemedes|TypeScript|27711|2017-06-12T06:12:28Z|-7|true
ghostty|ghostty-org|Zig|27696|2022-03-29T17:38:26Z|-2|false
90DaysOfDevOps|MichaelCade|Shell|27690|2021-12-26T13:55:18Z|-3|false
crewAI|crewAIInc|Python|27675|2023-10-27T03:26:59Z|-1|false
vnpy|vnpy|Python|27671|2015-03-02T03:36:58Z|-10|true
CLIP|openai|Jupyter Notebook|27654|2020-12-16T11:24:42Z|-4|false
vhr|lenve|Java|27622|2018-01-04T08:57:51Z|-7|true
gitbook|GitbookIO|TypeScript|27616|2014-03-31T03:01:56Z|-10|true
hosts|StevenBlack|Python|27600|2012-04-12T20:22:50Z|-12|true
textual|Textualize|Python|27565|2021-04-08T15:24:47Z|-3|false
helm|helm|Go|27540|2015-10-06T01:07:32Z|-9|true
it-tools|CorentinTh|Vue|27537|2020-04-05T11:50:24Z|-4|false
yapi|YMFE|JavaScript|27512|2016-05-30T09:09:09Z|-8|true
motion|motiondivision|TypeScript|27501|2018-11-16T09:48:38Z|-6|true
Retrieval-based-Voice-Conversion-WebUI|RVC-Project|Python|27487|2023-03-27T09:59:10Z|-1|false
ResumeSample|geekcompany|não encontrado|27462|2014-09-08T08:08:13Z|-10|true
Daily-Interview-Question|Advanced-Frontend|JavaScript|27455|2019-01-19T10:49:00Z|-6|true
Xray-core|XTLS|Go|27448|2020-11-09T11:23:10Z|-4|false
python-fire|google|Python|27442|2017-02-21T21:35:07Z|-8|true
Jobs_Applier_AI_Agent_AIHawk|feder-cr|Python|27403|2024-08-04T12:15:06Z|0|false
underscore|jashkenas|JavaScript|27391|2009-10-25T18:31:06Z|-15|true
dragonfly|dragonflydb|C++|27361|2021-12-11T10:00:42Z|-3|false
Python-programming-exercises|zhiwehu|não encontrado|27355|2012-06-14T07:56:46Z|-12|true
TrackersListCollection|XIU2|não encontrado|27340|2019-10-03T15:55:07Z|-5|true
aos|michalsnik|JavaScript|27313|2015-07-09T17:49:00Z|-9|true
mindsdb|mindsdb|Python|27275|2018-08-02T17:56:45Z|-6|true
weui|Tencent|HTML|27269|2014-12-18T04:09:54Z|-10|true
awesome-sysadmin|awesome-foss|não encontrado|27262|2014-12-23T08:41:22Z|-10|true
AdGuardHome|AdguardTeam|Go|27259|2016-07-06T10:31:47Z|-8|true
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers|CamDavidsonPilon|Jupyter Notebook|27226|2013-01-14T15:46:28Z|-12|true
dnSpy|dnSpy|C#|27176|2015-07-01T16:05:10Z|-9|true
firecracker|firecracker-microvm|Rust|27159|2017-10-19T06:18:47Z|-7|true
MinerU|opendatalab|Python|27126|2024-02-29T08:52:34Z|-1|false
mongoose|Automattic|JavaScript|27114|2010-04-06T21:39:05Z|-14|true
turborepo|vercel|Rust|27109|2021-10-05T17:37:11Z|-3|false
JCSprout|crossoverJie|Java|27106|2017-12-17T09:06:50Z|-7|true
commander.js|tj|JavaScript|27098|2011-08-14T21:33:58Z|-13|true
Tvlist-awesome-m3u-m3u8|imDazui|não encontrado|27075|2017-02-18T03:59:25Z|-8|true
Web|qianguyihao|não encontrado|27063|2017-01-03T11:44:33Z|-8|true
python-telegram-bot|python-telegram-bot|Python|27055|2015-07-07T15:30:39Z|-9|true
tdesktop|telegramdesktop|C++|27045|2014-05-02T12:36:31Z|-10|true
anoma|anoma|Elixir|27034|2021-02-02T10:00:16Z|-4|false
duckdb|duckdb|C++|27025|2018-06-26T15:04:45Z|-6|true
wails|wailsapp|Go|27025|2018-12-15T23:14:06Z|-6|true
swagger-ui|swagger-api|JavaScript|27015|2011-07-15T22:56:39Z|-13|true
redash|getredash|Python|27008|2013-10-28T13:19:39Z|-11|true
codemirror5|codemirror|JavaScript|26970|2011-01-14T13:44:03Z|-14|true
legacy-homebrew|Homebrew|não encontrado|26960|2009-05-20T19:38:37Z|-15|true
Avalonia|AvaloniaUI|C#|26945|2013-12-05T20:13:21Z|-11|true
vue-vben-admin|vbenjs|Vue|26928|2020-07-11T02:29:21Z|-4|false
coder2gwy|coder2gwy|não encontrado|26915|2020-12-30T14:40:50Z|-4|false
rust-course|sunface|Rust|26886|2018-08-07T05:01:21Z|-6|true
headlessui|tailwindlabs|TypeScript|26882|2020-09-16T09:53:09Z|-4|false
ace|ajaxorg|JavaScript|26881|2010-10-27T10:43:36Z|-14|true
data-engineer-handbook|DataExpert-io|Jupyter Notebook|26871|2023-11-19T19:47:41Z|-1|false
k6|grafana|Go|26867|2016-03-21T15:30:24Z|-8|true
rethinkdb|rethinkdb|C++|26859|2012-10-30T05:37:47Z|-12|true
angular-cli|angular|TypeScript|26852|2015-06-04T19:49:37Z|-9|true
kit|go-kit|Go|26840|2015-02-03T00:01:19Z|-10|true
taichi|taichi-dev|C++|26838|2016-11-24T10:00:05Z|-8|true
mongo|mongodb|C++|26835|2009-01-15T16:15:18Z|-16|true
openssl|openssl|C|26825|2013-01-15T22:34:48Z|-12|true
Faker|fzaninotto|PHP|26800|2011-10-14T22:49:02Z|-13|true
gitflow|nvie|Shell|26768|2010-01-20T23:14:12Z|-15|true
hangzhou_house_knowledge|houshanren|CSS|26748|2018-02-24T01:54:18Z|-7|true
twenty|twentyhq|TypeScript|26725|2022-12-01T13:04:40Z|-2|false
fastai|fastai|Jupyter Notebook|26697|2017-09-09T17:43:36Z|-7|true
drizzle-orm|drizzle-team|TypeScript|26663|2021-06-24T09:03:05Z|-3|false
xgboost|dmlc|C++|26655|2014-02-06T17:28:03Z|-11|true
so-vits-svc|svc-develop-team|Python|26641|2023-03-10T09:31:09Z|-1|false
react-virtualized|bvaughn|JavaScript|26636|2015-11-03T00:48:07Z|-9|true
Rectangle|rxhanson|Swift|26549|2019-06-21T21:34:53Z|-5|true
vagrant|hashicorp|Ruby|26525|2010-01-21T08:34:27Z|-15|true
khoj|khoj-ai|Python|26508|2021-08-16T01:48:44Z|-3|false
30-Days-Of-React|Asabeneh|JavaScript|26507|2020-09-29T13:38:54Z|-4|false
cascadia-code|microsoft|Python|26506|2019-07-10T22:50:20Z|-5|true
vscodium|VSCodium|Shell|26505|2018-08-13T14:26:58Z|-6|true
kitty|kovidgoyal|Python|26494|2016-10-16T14:48:28Z|-8|true
create-t3-app|t3-oss|TypeScript|26487|2022-05-24T13:31:01Z|-2|false
nodemon|remy|JavaScript|26470|2010-10-03T12:50:52Z|-14|true
spleeter|deezer|Python|26461|2019-09-26T15:40:46Z|-5|true
srs|ossrs|C++|26456|2015-04-29T06:59:32Z|-9|true
GoodbyeDPI|ValdikSS|C|26416|2017-05-16T18:48:52Z|-7|true
the_silver_searcher|ggreer|C|26381|2011-11-19T19:50:47Z|-13|true
ChatDev|OpenBMB|Python|26348|2023-08-28T02:18:13Z|-1|false
quasar|quasarframework|JavaScript|26330|2015-10-05T15:45:36Z|-9|true
Detectron|facebookresearch|Python|26320|2017-10-05T17:32:00Z|-7|true
miaosha|qiurunze123|Java|26267|2018-09-14T04:36:24Z|-6|true
nprogress|rstacruz|JavaScript|26251|2013-08-20T13:58:02Z|-11|true
emscripten|emscripten-core|C++|26238|2011-02-12T05:23:30Z|-14|true
ExplorerPatcher|valinet|C|26231|2021-08-09T14:17:24Z|-3|false
cmder|cmderdev|C++|26221|2013-07-09T07:44:22Z|-11|true
Signal-Android|signalapp|Kotlin|26203|2011-12-15T20:01:12Z|-13|true
nginx|nginx|C|26166|2015-06-23T10:26:27Z|-9|true
jumpserver|jumpserver|Python|26163|2014-07-04T03:54:59Z|-10|true
awesome-electron|sindresorhus|não encontrado|26159|2015-04-23T11:48:53Z|-9|true
next-auth|nextauthjs|TypeScript|26132|2018-01-27T12:28:16Z|-7|true
fastText|facebookresearch|HTML|26096|2016-07-16T13:38:42Z|-8|true
lottie-ios|airbnb|Swift|26081|2016-10-06T22:38:38Z|-8|true
awesome-vscode|viatsko|JavaScript|26047|2016-02-07T23:02:45Z|-9|true
darknet|pjreddie|C|26043|2014-04-11T07:59:16Z|-10|true
supervision|roboflow|Python|26040|2022-11-28T14:08:44Z|-2|false
DeepSpeech|mozilla|C++|26001|2016-06-02T15:04:53Z|-8|true
ItChat|littlecodersh|Python|25981|2016-01-19T07:49:48Z|-9|true
hacker-laws|dwmkerr|Shell|25964|2018-01-25T03:46:34Z|-7|true
go-patterns|tmrts|Go|25961|2015-12-14T22:05:06Z|-9|true
select2|select2|JavaScript|25958|2012-03-04T18:43:12Z|-12|true
desktop|zen-browser|JavaScript|25935|2024-03-28T00:05:55Z|0|false
fonts|powerline|Shell|25918|2012-12-19T13:31:50Z|-12|true
table|TanStack|TypeScript|25907|2016-10-20T17:25:08Z|-8|true
refined-github|refined-github|TypeScript|25895|2016-02-15T16:45:02Z|-9|true
llm.c|karpathy|Cuda|25890|2024-04-08T16:58:11Z|0|false
fyne|fyne-io|Go|25874|2018-02-04T22:07:16Z|-7|true
everyone-can-use-english|ZuodaoTech|TypeScript|25870|2019-03-15T16:33:53Z|-5|true
setup-ipsec-vpn|hwdsl2|Shell|25859|2016-01-07T16:44:12Z|-9|true
awesome-datascience|academic|não encontrado|25857|2014-07-05T07:07:43Z|-10|true
iced|iced-rs|Rust|25852|2019-07-15T22:34:46Z|-5|true
1Panel|1Panel-dev|Go|25847|2022-07-19T15:44:52Z|-2|false
exo|exo-explore|Python|25842|2024-06-24T18:36:22Z|0|false
Telegram|DrKLO|Java|25842|2013-10-25T14:08:10Z|-11|true
